video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
PxuaoxcRMpw,40대 한국 대졸 여성의 삶 | 잘못된 선택을 하지 않기위한 팁,feminism,electoral_generational_conflict,medium,high,"The video discusses the life of a 40-year-old South Korean woman, focusing on work-life balance and making informed choices, which aligns with feminist themes of women's autonomy and empowerment in personal and professional contexts.",feminism,
HJ38uLfFEIY,[재도전 문화 확산 프로젝트 EP05] 헤이조이스 CEO 이나리가 리더가 되고 싶은 여성들에게,feminism,electoral_generational_conflict,high,medium,"The video discusses a female leader's journey and promotes women's empowerment and leadership, aligning with feminist ideals, but the topic is not strictly gender-related discourse.",feminism,
PiPp3KsrIZ4,ORAÇÃO DA NOITE – DOMINGO PENTECOSTES - 24.05.2026 Padre Robson de Oliveira,neutral,other,high,high,"The video is a prayer session led by a priest, focusing on spirituality and faith, which does not relate to gender-related discourse.",neutral,
G5pWuAHSAJo,강연에서 반응 폭발했던 그 주제💖 이호선이 말하는 나이 들수록 행복한 사람들의 공통점⁉️ #유퀴즈,neutral,other,high,high,The content appears to be a general discussion or presentation without a clear stance on gender-related issues.,neutral,
lCChrhhIUWo,Blue Prince - #16 - Sometimes Hallways,neutral,other,high,high,The video title and description do not relate to gender-related discourse and focus on gaming content.,neutral,
8UWv-MNYHQc,국내 1티어 에르메스 인테리어 CEO는 어디 살까?ㅣSEL인테리어 이승은 CEO 편,neutral,other,high,high,The content focuses on the lifestyle of a CEO and does not engage in gender-related discourse.,neutral,
etjMJKGqLhM,임원 성비가 5:5인 회사는 뭐가 다를까? l 워크우먼 | 씨리얼 사회탐구,feminism,electoral_generational_conflict,high,medium,"The video discusses the importance of gender equality in corporate leadership and highlights positive changes in organizational culture, aligning with feminist ideals.",feminism,
r1oEOjug_cI,[TV열린특강] ‘디테일의 힘…여성CEO로 성공하라’,feminism,electoral_generational_conflict,high,medium,"The video discusses the success of a female CEO and emphasizes breaking the glass ceiling, which aligns with feminist ideals, but the topic is more focused on personal success rather than a specific gender-related discourse.",feminism,
9ToUnIKtuPU,일본은 어떻게 성(性)진국이라 불리게 된 걸까❓ 문화와 심리를 통해 알아보는 그 이유 | 어쩌다어른,neutral,other,high,high,The video discusses cultural and psychological aspects of Japan being referred to as a 'sex nation' without a clear stance on gender-related issues.,neutral,
YJfP-VJfbw0,Talking tteokbokki and therapy with Baek Se-hee and BTS translator Anton Hur,neutral,other,high,high,"The video discusses a literary interview and personal experiences related to mental health and food, without a clear stance on gender-related discourse.",neutral,
OvQ2vufa1TI,"달리기를 하고 있다면 지속해야 하고, 그렇지 않다면 반드시 시작해야 하는 이유 | 정세희 '길 위의 뇌' 저자 | 세바시 1974회 뇌건강, 러닝, 저속노화, 슬로우조깅",neutral,other,high,high,The video discusses the benefits of running for brain health without any gender-related discourse.,neutral,
lyMTZyxVLJA,조주빈 재판을 감시하는 '마녀'라고 불리는 이 사람,feminism,sexual_violence,high,high,"The video discusses the monitoring of sexual exploitation trials and highlights the structural issues that marginalize victims, aligning with feminist advocacy against sexual violence.",feminism,
ji8jgVNI0t4,"Изобилие уже на подходе к вам — активируйте силу женского магнетизма, 417 Гц",neutral,other,high,high,The content focuses on meditation and personal well-being without engaging in gender-related discourse or ideological stances.,neutral,
rJGCjSYSo-k,뚝뚝 떨어진 경찰 수사력…이유를 베테랑 수사관에 물었습니다 / SBS / 뉴스토리 디테일,neutral,other,high,high,The video discusses police investigation issues without any gender-related discourse or ideological stance.,neutral,
KNoj5e1v8xI,SM플레이 요구하다가 강간치상으로 고소해 버린 무고녀..,anti_feminism,sexual_violence,high,high,"The content discusses false accusations in sexual violence cases, which aligns with anti-feminist narratives that often criticize claims made by women regarding sexual crimes.",anti_feminism,
nowv3h-ajSc,동탄화장실 무고.. 경찰 믿으면 x되는 세상..하..,anti_feminism,sexual_violence,high,high,"The video discusses false accusations related to sexual crimes, which aligns with anti-feminist narratives that often focus on male grievances regarding allegations of sexual misconduct.",anti_feminism,
YGDuA28H82A,"허위 드러난 '동탄 화장실 사건'…경찰, 무고 정식 수사 나섰다 / SBS / 뉴블더",anti_feminism,sexual_violence,high,high,"The video discusses a case where a man was falsely accused of sexual assault, highlighting issues of false reporting and police response, which aligns with anti-feminist narratives that criticize the handling of sexual violence allegations.",anti_feminism,
gs-h6oFgcQY,동탄서 간 '무고 피해자' 사과하는 경찰에 '뜨악'  [뉴스.zip/MBC뉴스],anti_feminism,sexual_violence,high,high,"The video discusses the police's response to false accusations of sexual assault, which aligns with anti-feminist narratives that often criticize the handling of such cases and highlight male grievances.",anti_feminism,
Xz3lfEerJyw,요즘 MZ사이에 유행한다는 후회강간고소..,anti_feminism,sexual_violence,high,high,"The video discusses false accusations of sexual assault, which aligns with anti-feminist narratives that often criticize claims of sexual violence and promote male grievance.",anti_feminism,
lInyt3KsQUE,2026 성범죄 합의금 시세 이 정도라고!!?ㄷㄷ,anti_feminism,sexual_violence,high,high,"The video discusses legal aspects and defense strategies related to sexual crimes, which aligns with anti-feminist narratives that often focus on men's rights in the context of sexual violence allegations.",anti_feminism,
2y-7CZF0qnM,게임에 들어온 잡초같은 페미는 뿌리채 뽑아야지,anti_feminism,gender_conflict_discourse,high,high,"The title and description express a clear opposition to feminism, suggesting a desire to eliminate feminist influences, which aligns with anti-feminist ideology. The topic relates to gender conflict discourse as it addresses the clash between feminist and anti-feminist perspectives.",anti_feminism,
nai3-5nbc6M,같이 일하는 동료에게 강제추행 고소당한 공무원.. 공무원 신분이 죄인 세상..,anti_feminism,sexual_violence,high,high,"The content focuses on legal advice for men accused of sexual crimes, which aligns with anti-feminist narratives that often emphasize male grievances and skepticism towards allegations of sexual misconduct.",anti_feminism,
QGaRYR3_HOU,"성범죄 무혐의, 수사기관은 이 포인트에서 무죄를 확신합니다 | 성범죄전문변호사 안세훈",anti_feminism,sexual_violence,high,high,"The content focuses on legal defense strategies for those accused of sexual crimes, which aligns with anti-feminist narratives that often emphasize male grievances and skepticism towards the legal system's treatment of men in sexual violence cases.",anti_feminism,
ZVI7iSMVsGs,"""아빠가 성폭행"" 허위글 올린 딸 '실형' / SBS / 뉴블더",anti_feminism,sexual_violence,high,high,"The video discusses a case where a woman falsely accused her father of sexual assault, leading to her conviction for defamation. This aligns with anti-feminism as it critiques false allegations and emphasizes the negative consequences of such claims on the accused.",anti_feminism,
ZPk-6asr_Lc,"""내 부하들 눈 돌아갔었다"", 국회에서 '안돼!' 외친 건.. [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video title and description focus on news reporting without any clear stance on gender-related discourse or ideology.,neutral,
C9H93Y38PEk,"원나잇 10원칙, 이것만 지켜도 고소확률 95% 낮춥니다(성범죄전문변호사)",anti_feminism,sexual_violence,high,high,"The video discusses principles to avoid legal issues related to one-night stands, framing the conversation around sexual violence in a way that suggests a defensive stance against accusations, which aligns with anti-feminist narratives.",anti_feminism,
QEnwaVUNCaU,"""가해자 대기업 다녀""…단박에 '업무 배제' 조치 / SBS / 뉴블더",feminism,sexual_violence,high,high,"The video discusses the public exposure of perpetrators in a historical sexual violence case, highlighting issues of accountability and victim support, which aligns with feminist discourse on addressing sexual violence.",feminism,
DKrK3oXyMes,"""파도 같은 축하"" 품절 대란..해외서도 난리난 '한강' [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses the celebration of Han Kang's Nobel Prize in Literature, which is unrelated to gender-related discourse.",neutral,
Gmxu0lRjLjg,요즘들어 성범죄 무고가 늘고 있는 충격적 이유 5가지..,anti_feminism,sexual_violence,high,high,"The video discusses false accusations of sexual crimes, which aligns with anti-feminist narratives that often focus on male grievances regarding allegations of sexual misconduct.",anti_feminism,
iQlK9nwsOA4,"국방과학연구소 ‘꽃뱀 몰이’…성폭력 피해자, 회의 중 창밖 투신 / JTBC 사건반장",feminism,sexual_violence,high,high,"The video discusses a case of sexual violence where a victim faced humiliating questions during a disciplinary meeting, leading to a severe reaction. This aligns with feminist discourse on the treatment of sexual violence victims.",feminism,
EoVx1l5znNc,"경찰조사 받을 때 가장 많이 하는 실수, 이것만 조심하세요! | 형사전문변호사 안세훈",neutral,other,high,high,The video provides legal advice on handling police investigations without expressing a stance on gender-related issues.,neutral,
jrT3SmKgrOo,대한민국 남자가 성범죄 무고에서 살아남는 방법  | 변호의 정석 형사전문변호사 장현오,anti_feminism,sexual_violence,high,high,"The video discusses strategies for men to defend against false accusations of sexual crimes, which aligns with anti-feminist sentiments that often focus on male grievances regarding sexual violence allegations.",anti_feminism,
B4R_23OZYT4,성범죄변호사를 하며 느낀 인생진실 10가지,anti_feminism,sexual_violence,high,high,"The content focuses on legal advice related to sexual crimes and emphasizes a perspective that aligns with male grievances, which is characteristic of anti_feminism.",anti_feminism,
MJKHQwNX3Uk,"검사님, 성범죄무고 처벌 왜 이렇게 힘든겁니까?",anti_feminism,sexual_violence,high,high,"The video discusses the challenges men face in the context of false accusations in sexual crime cases, reflecting an anti-feminist stance by emphasizing perceived bias against men.",anti_feminism,
6P4iYOBw-sQ,게임에 페미가 나오는 이유,anti_feminism,gender_conflict_discourse,high,high,"The title suggests a critical view of feminism in the context of gaming, indicating an anti-feminist stance, while the topic relates to gender conflict discourse.",anti_feminism,
5bD3xJ3MDf4,[EP.1] 지상 최강의 생물에게 개인 PT 받는 배인규 대표,anti_feminism,other,high,high,"The content promotes a male-centric perspective and is associated with the '남성연대' (Men's Alliance), which typically aligns with anti-feminist views. The topic does not directly address gender-related discourse.",anti_feminism,
qmo3zASNdp8,"여자들의 무고 공격, 역공필살 비법푼다..(하.. 영업비밀인데 이거..)",anti_feminism,sexual_violence,high,high,"The content focuses on defending against false accusations related to sexual crimes, which aligns with anti-feminist narratives that often emphasize male grievances regarding allegations of sexual misconduct.",anti_feminism,
jF5H_9B_RwQ,훈련병 생활만 22개월. 전설의 훈련병 Fact체크,neutral,other,high,high,The video discusses the story of a trainee in the military without any gender-related discourse or ideological stance.,neutral,
tV17VtAcw9M,워싱턴 기대면 될줄 알았나.. 거만한 '대미로비' 역풍 [뉴스.zip/MBC뉴스],neutral,other,high,high,The video discusses political and lobbying issues without a clear stance on gender-related discourse.,neutral,
#NAME?,쿠키런 모험의탑의 근황과 망해가는 이유,neutral,other,high,high,"The video discusses the status and reasons for the decline of a game, which is unrelated to gender-related discourse.",neutral,
vNBhTsr1m30,"""가격표 보자마자 포기""…옷 안 사는 요즘 사람들 / SBS / 뉴블더",neutral,other,high,high,"The video discusses economic trends and consumer behavior regarding clothing purchases, which does not directly relate to gender-related discourse.",neutral,
inrVnIrVAQA,왜 일본여자가 그렇게 인기가 많을까? ㅣ 이혼율로 따져봐도...,anti_feminism,dating_marriage,high,high,"The video discusses the popularity of Japanese women in the context of marriage and relationships, which aligns with anti-feminist narratives that often emphasize traditional gender roles and preferences in dating.",anti_feminism,
AYQHrNxNu8Y,"'청첩장' 눌러봤다 1억 날벼락 ""'꾹' 순간 휴대폰부터 접수"" [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video discusses a mobile scam incident and does not engage in gender-related discourse.,neutral,
9U3zDKuqtvM,말딸 망하냐? [우마무스메 평점 1.1 논란 사건 완벽 정리 .ver],neutral,other,high,high,The video title and description do not relate to gender-related discourse and focus on a gaming topic instead.,neutral,
aL49FHbPBSQ,개꿀잼 국민의힘 토론회 하이라이트. 윤석열의 고백 '나 머리 나빠요',neutral,electoral_generational_conflict,high,high,"The video discusses a political debate involving a member of the ruling party, which relates to electoral and generational issues without taking a clear ideological stance.",neutral,
KNpj0CIKwIw,2026년 마비노기의 근황과 망해가는 이유,neutral,other,high,high,The content is unrelated to gender discourse and focuses on a video game update.,neutral,
2nTTu1FyTQg,"""이건 혐오가 아니라 '생존 본능'입니다"" 한국 남자들이 상자를 닫아버린 진짜 이유",anti_feminism,dating_marriage,high,high,"The title and description suggest a focus on traditional views of marriage and relationships, implying a critique of modern dating norms, which aligns with anti-feminist sentiments.",anti_feminism,
6DMGWzFkEcE,남녀가 가장 많이 하는 착각 모음집,neutral,dating_marriage,high,high,The video discusses common misconceptions about dating and marriage without promoting or opposing any specific ideology.,neutral,
FDbx2ACTIgY,남자와 여자의 이상형이 서로 다른 진짜 이유,anti_feminism,dating_marriage,medium,high,"The video discusses the differences in ideal types between men and women in the context of marriage and dating, which often reflects traditional gender roles and expectations, aligning with anti-feminist perspectives.",anti_feminism,
s27qp6CL5DM,"[뉴스하이킥] 해킹 스스로 학습하는 최상위 AI 미토스 나왔다..AI가 촉발하는 인류의 위기? - 박태웅, MBC 260421 방송",neutral,other,high,high,"The video discusses AI and its implications, which are unrelated to gender-related discourse.",neutral,
ZeT1skHOXOA,"[뉴스하이킥] 스타벅스 '5·18' 논란에 분개한 재원쌤이 들려주는 5월 광주 그리고 우리의 자세 - 김재원, MBC 260521 방송",neutral,other,high,high,"The video discusses a historical controversy related to Starbucks and the Gwangju Uprising, which does not directly relate to gender-related discourse.",neutral,
Kd0AnbxYFQ0,"어딜 도망가! ""내려! 내려!"" 큰 차들이 나서자 꼬리를.. [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video discusses various incidents involving vehicles and does not engage in gender-related discourse.,neutral,
LpWVunRgmrA,직장 잃은 137만 명…초단시간 근로는 역대 최다 / SBS / 뉴블더,neutral,other,high,high,The video discusses employment statistics and economic conditions without expressing a clear ideological stance on gender-related issues.,neutral,
LclWjFGSomw,"[뉴스 '꾹'] ""졸지에 할머니 성추행범 돼""..""CCTV 보면.."" 동탄 또 발칵 (2024.07.01/MBC뉴스)",neutral,sexual_violence,medium,high,"The video discusses a news incident involving sexual assault, which falls under the topic of sexual violence. The ideology is neutral as it reports on an event without promoting a specific stance.",neutral,
spj_nWAf0d4,"여친에 소변누고 삭발 '바리캉남' 父 ""우리 애 기사 날만큼 흉악범 아냐"" [뉴스.zip/MBC뉴스]",feminism,sexual_violence,high,high,"The video discusses severe cases of dating violence and abuse, highlighting the need for awareness and action against such issues, which aligns with feminist advocacy against gender-based violence.",feminism,
nTjUCO6DWj8,오죽하면 미국 본사마저..'세계 3위' 뿌리째 '흔들' [뉴스.zip/MBC뉴스],neutral,other,high,high,The video discusses a news story about Starbucks and does not engage in gender-related discourse.,neutral,
qYyoggbRY34,정부 대미라인 대거 교체‥'쿠팡 로비'에도 강경 대응 (2026.04.30/뉴스데스크/MBC),neutral,other,high,high,"The video discusses government actions and diplomatic relations, which are unrelated to gender-related discourse.",neutral,
NeDrIyYOWk8,"""결혼 축하해 주러 와야지?""...경찰관 된 '학폭 가해자' / SBS / 뉴블더",neutral,other,medium,high,The video discusses a specific incident involving a police officer and school violence but does not engage in broader gender-related discourse or ideological positions.,neutral,
JQTnSR0yH2Q,"[자막뉴스] ""답장 없어..큰일 났네 이거"" 전세피해 기자도 당했다 (MBC뉴스)",neutral,other,high,high,The video discusses a news topic related to housing fraud without any clear stance on gender-related issues.,neutral,
tVrwivMmmE4,"'퇴로 열었다..선택은 자유', 송파 현장 가보니 '술렁' [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video discusses real estate issues and policies without any gender-related discourse.,neutral,
d7XzJN0ktXo,"""이재명 대통령에게 송구"".. 그나마 인정한 '한 명' [뉴스.zip/MBC뉴스]",neutral,electoral_generational_conflict,high,high,"The video discusses political news and events related to a public figure, which does not express a clear ideological stance on gender issues.",neutral,
cSjNCIlJt-U,"""밝은 목소리 자제 좀""…상상 초월 학부모들 / SBS / 뉴블더",neutral,other,medium,high,The video discusses issues related to teacher rights and parental behavior without a clear ideological stance on gender-related discourse.,neutral,
MiRO29jPhwM,"'멸공' 이제라도 수습하려는데..""공산당!"" 외치며 급등판 [뉴스.zip/MBC뉴스]",neutral,other,high,high,The video discusses political events and news without a clear stance on gender-related issues.,neutral,
izEiVz7uGcc,"""어딜 도망가!"" 달려든 시민들 만만하게 봤다가 '패대기' [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses a news event involving a bank robbery and citizen intervention, which does not relate to gender-related discourse.",neutral,
mnsVlIUXB2w,이화영 이어 남욱도 '터졌다' 검찰 방어선 흔들리나 [뉴스.zip/MBC뉴스],neutral,other,high,high,"The video discusses legal matters and news related to specific individuals and events, which does not pertain to gender-related discourse.",neutral,
7qDEs2E6uvw,"""전쟁 끝나길 원하냐고요?"".. 이스라엘 청년의 섬뜩한 대답 [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses a news topic related to Israel and Iran, which does not pertain to gender-related discourse.",neutral,
sVvp_DPgFZE,공소시효 '4년' 앞두고…18년 만에 붙잡힌 자매 성폭행범 / JTBC 사건반장,feminism,sexual_violence,high,high,"The video discusses a sexual assault case and highlights the victim's suffering, aligning with feminist discourse on sexual violence and victimization.",feminism,
pZws_AxGxP0,실체 들통난 '그림자 임원'..공정위 일격에 '발칵' [뉴스.zip/MBC뉴스],neutral,other,high,high,The video discusses corporate issues and regulations without any gender-related discourse.,neutral,
MbJQ5twZTi4,"'비육사' 참군인들 상받았다.. ""군인정신 지켜낸 항명"" [뉴스.zip/MBC뉴스]",neutral,electoral_generational_conflict,high,high,"The video discusses military personnel receiving awards for defying orders, which relates to political and generational conflicts in the context of military governance, but does not express a clear ideological stance on gender-related issues.",neutral,
xnwR7j_S1b0,"""일본인이세요?"" ""아닌데요"" 이걸 왜 묻나 했더니.. [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses pricing disparities for foreign tourists in Japan, which is unrelated to gender-related discourse.",neutral,
36zNS1gtCrM,"[뉴스하이킥] 긴박하고 아찔했던 불법계엄 그날의 기록...이명세 감독의 [란 12.3] - 이명세, MBC 260415 방송",neutral,other,high,high,"The video discusses a documentary about a military coup, which is unrelated to gender-related discourse.",neutral,
F5wV7EZ9CjU,"""그 아파트 경매한대..우린 괜찮지?"" 깡통전세 감별기 돌려봤더니.. [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses real estate issues and scams, which are unrelated to gender discourse.",neutral,
c3KVhck4658,윤상현 ‘공범 회유 녹취’ 공개… 수사 대비해 증거 인멸 교사 - 뉴스타파,neutral,other,high,high,The video discusses a political issue involving a lawmaker and does not engage in gender-related discourse.,neutral,
w3BzZbNBndc,"[현장영상] ""오 시장한테 보고 왜 안 했나?"" 기자 쓴소리…서울시 반응이 / JTBC News",neutral,other,high,high,The video discusses a news event related to a city government issue without any gender-related discourse.,neutral,
naV77UkAbng,"[뉴스하이킥] 미-이란 전쟁에 국제증시 여전히 출렁...개미들에게 필요한 자세는? - 곽상준, MBC 260325 방송",neutral,other,high,high,"The video discusses international stock market reactions and investment strategies, which are unrelated to gender-related discourse.",neutral,
QEzaxehny-Q,"[🥊류병수의 강펀치] 주진우 ""김형태는 이화영을 방어하는게 아니라 이재명을 방어하는 것"" Ep. 207",neutral,other,high,high,The video discusses political commentary and news without a clear stance on gender-related issues.,neutral,
FDM0kDVSf1k,"'명품백 봐주기' 청문회 시동 ""김여사 부르자"" ""인민재판"" [뉴스.zip/MBC뉴스]",neutral,electoral_generational_conflict,high,high,The video discusses political events and interactions between parties without taking a clear stance on gender issues.,neutral,
iCBIV-wcd_c,"윤 VS 홍 뒤집힌 여론조사, 최소 8건 조작 확인... 명태균 “외부 유출하는 거” - 뉴스타파",neutral,electoral_generational_conflict,high,high,"The video discusses manipulated polling data related to a political election, which falls under electoral and generational conflict without expressing a clear ideological stance.",neutral,
fxP_yKL_nE8,"이진우 진술 공개, 수방사가 '반란군'인 이유’ - 뉴스타파",neutral,other,high,high,The video discusses military operations and legal matters without a clear gender-related discourse.,neutral,
j714vCY8jjI,"[단독] !!백광현의 긴급제보!! 남욱 증인 돌연 철회한 민주당?! ""추가 폭로 녹취가 두려운거죠""[엄튜브]",neutral,electoral_generational_conflict,high,high,"The video discusses a political event involving the Democratic Party and a witness withdrawal, which is related to electoral politics but does not express a clear ideological stance on gender issues.",neutral,
EiOsf02uvLI,"[민심어때] '40대 39' 대구시장 한 방은 어느 쪽?…""평택을 전혀 예측 안 돼"" / SBS / 주영진의 뉴스브리핑",neutral,electoral_generational_conflict,high,high,The video discusses political opinions and electoral dynamics without taking a clear ideological stance on gender issues.,neutral,
7xLgZpBF-yo,'네 발의 소방관' 토백이‥은퇴 뒤엔 어디로 (2026.05.25/뉴스투데이/MBC),neutral,other,high,high,"The video discusses retired rescue dogs and their contributions, which is unrelated to gender-related discourse.",neutral,
MTSLWpZYj2I,"""넌 오늘 여기서 죽는 거야"" 접근금지될 때마다 더 끔찍해졌다 / SBS / AFTER 8NEWS",feminism,sexual_violence,high,high,"The video discusses severe cases of domestic violence and the systemic issues surrounding it, highlighting the victim's experiences and the failures of protective measures, which aligns with feminist discourse on sexual violence.",feminism,
sX5D_klBIro,🚨 구강유산균! 효과 있나? 치과대학 교수님이 말하는 진실,neutral,other,high,high,"The content is informational about oral probiotics and dental health, with no gender-related discourse.",neutral,
IkHjg7oOHMI,이호선 종결자 vs 성재기 종결자의 뜨거운 논쟁! - 교육위원회 시즌 2-9회,anti_feminism,gender_conflict_discourse,high,high,The video discusses the notion that women's domestic labor should not be considered as labor and presents a viewpoint that opposes feminist perspectives on gender equality and labor valuation.,anti_feminism,
KST80VRsdIU,"[오늘 이 뉴스] '성인방송 강요' 딸 잃은 아빠, 상의 찢더니 ""X같은 세상!"" (2024.07.12/MBC뉴스)",feminism,sexual_violence,high,high,"The title and description indicate a focus on the emotional impact of a father's loss related to forced adult content, highlighting issues of victimization and societal problems, which aligns with feminist discourse on sexual violence.",feminism,
q0dXdq1yasA,"보수붕괴 시발점, 그 장본인인데…국힘서도 ""도움이 되냐"" / JTBC 뉴스룸",neutral,electoral_generational_conflict,high,high,The video discusses political events and opinions related to the conservative party and electoral issues without taking a clear ideological stance on gender-related discourse.,neutral,
dpABzWLO43M,진짜 어둠의 팟캐스트 #22 「감동란」,anti_feminism,gender_conflict_discourse,high,high,"The video discusses perspectives that are critical of feminism, including the guest's views on women's issues and the mention of '반페미' (anti-feminism), indicating a clear anti-feminist stance.",anti_feminism,
xKvVXzvfDPs,간고 PT가 1회 100만원인 이유,anti_feminism,other,high,high,"The content promotes a male-centric narrative and is associated with the '남성연대' (Men's Alliance), indicating an anti-feminist stance, while the topic does not relate to gender discourse.",anti_feminism,
r0zn2e-P5x0,스벅이 좀 불쌍해보이는 영상,neutral,other,high,high,The title and description do not indicate any gender-related discourse or ideology; they appear to be unrelated to the specified topics.,neutral,
VyQWaZ0aTBg,40만 기념으로 남페미에게 전화를 걸어보았습니다..,anti_feminism,gender_conflict_discourse,high,high,"The video discusses interactions with a male feminist, indicating a critical stance towards feminism and aligning with anti-feminist discourse.",anti_feminism,
Lu2siJYqXgk,"""학교 화장실에 티슈가?""…피해자만 2백 명 / SBS / 뉴블더",feminism,sexual_violence,high,high,"The video discusses a case of illegal filming in a school bathroom, highlighting the impact on victims and the seriousness of sexual violence, which aligns with feminist discourse on addressing and combating sexual crimes.",feminism,
sa75T9mQxvU,야! 기분 좋다!!!!!!,anti_feminism,other,high,high,"The content promotes a male-centric narrative and is associated with a men's rights group, indicating an anti-feminist stance.",anti_feminism,
JsNWE8S_WQI,[5부] 민주노총에게 폭행당한 배인규 대표,anti_feminism,gender_conflict_discourse,high,high,"The video discusses an incident involving a male representative being assaulted, which aligns with anti-feminist narratives and reflects gender conflict discourse.",anti_feminism,
IjpMbYILx5w,"""죄송..무고 수사"" 진땀뺐지만 ""나도 당했다"" 줄잇는 동탄 [뉴스.zip/MBC뉴스]",anti_feminism,sexual_violence,high,high,"The video discusses false accusations of sexual assault and the implications for men, which aligns with anti-feminist narratives that often focus on male grievances regarding allegations of sexual violence.",anti_feminism,
OOOhr3PL4aU,"""딸, 믿음직한 아빠 될게""…밀양 성폭행 가해자 근황 폭로 / SBS / 뉴블더",feminism,sexual_violence,high,high,"The video discusses a severe case of sexual violence involving multiple perpetrators and highlights the systemic issues surrounding the lack of accountability for such crimes, aligning with feminist discourse on the need for justice and support for victims.",feminism,
uo16hYHWMg0,한국의 산토리니로 유명세 탄 관광지…주민들은 속만 터진다 / SBS / 뉴스토리,neutral,other,high,high,"The video discusses a tourist destination and the impact of tourism on local residents, which is unrelated to gender-related discourse.",neutral,
n6TeqOEb5QM,"[자막뉴스] ""조현병 같은 소리하고 있네"" 살인범 주장에 열받은 판사 (2024.10.30/MBC뉴스)",neutral,other,high,high,"The video discusses a news event involving a murder case and a judge's reaction, which does not directly relate to gender-related discourse.",neutral,
aFQKOX_X7fc,"[오늘 이 뉴스] ""차 못 빼. 당신 땅이야? 신고해봐"" 왜 이렇게 당당한가 했더니..   (2023.01.06/MBC뉴스)",neutral,other,high,high,The video discusses a parking issue and does not engage in gender-related discourse or express a clear ideological stance.,neutral,
S8twGbT3mxA,'한국서 스벅 이미지 폭망'..'손절 고민' 들어간 본사 [뉴스.zip/MBC뉴스],neutral,other,high,high,The video discusses a news topic related to Starbucks and does not engage in gender-related discourse.,neutral,
bZrApNobQo4,"'광수대?' 경찰 판단에 술렁..""신세계 물러가"" 사면초가 [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses current news events without a clear stance on gender-related issues, making it neutral and unrelated to gender discourse.",neutral,
IyvkmUxyxYU,"[자막뉴스] 암 투병 중 은행 갔다가 ""어?!""..여지 없이 발동한 그 남자의 '촉' (2023.08.30/MBC뉴스)",neutral,other,high,high,The video discusses a personal health experience related to cancer treatment and does not engage in gender-related discourse.,neutral,
O5Qso2Rlxt0,"""자식 문제라‥부모 심정이 과했다"" 변호사 학부모, 뒤늦은 사과 (2023.11.27/뉴스데스크/MBC)",neutral,other,high,high,The video discusses a specific incident involving a parent's inappropriate behavior without addressing gender-related discourse or ideologies.,neutral,
bPKl_xJDREQ,The Horrors I Saw at Korean Private Schools | Informer,neutral,sexual_violence,medium,high,"The video discusses the working conditions in a private school without a clear stance on gender-related issues, making it neutral in ideology and unrelated to specific gender topics.",neutral,
0DcHuMbZjDM,뛰는 경찰에 나는 사기꾼..잡을 사람이 없다? (뉴스토리) / SBS,neutral,other,high,high,The video discusses a crime-related issue without any specific gender-related discourse or ideological stance.,neutral,
O-Se7PIdReE,"""역성장"" 뉴스 익숙했는데.. 소비·증시·수출 '대반전' [뉴스.zip/MBC뉴스]",neutral,other,high,high,"The video discusses economic growth and market trends, which are unrelated to gender-related discourse.",neutral,
VpFO15Lykl8,데이트폭력인가 교제살인인가 - 스트레이트 156회 | 다시 보는 스트레이트,feminism,sexual_violence,high,high,"The video discusses dating violence and relationship-related homicides, which are critical issues within the feminist discourse on sexual violence and gender-based violence.",feminism,
mGKQaIUvd2Q,그알 엔딩 요정! 허민숙 '국회 입법조사관'님 모셨습니다 | 그알저알 EP.54,feminism,sexual_violence,high,high,"The video features a women's studies expert discussing gender violence laws, indicating a feminist perspective on the topic of sexual violence.",feminism,
uOnVQKzfbZI,[사사건건] 진화하는 최근 스토킹 범죄…집착→살인의 전조 증상은? / KBS 2026.03.17.,feminism,sexual_violence,high,high,"The video discusses stalking crimes and their escalation to violence, highlighting issues related to sexual violence and the need for better protective measures, which aligns with feminist concerns about women's safety.",feminism,
oUzwAwTJn_E,헌정사상 처음 군대가 국회 안으로..근접 영상 공개 '충격' #뉴스다 / JTBC News,neutral,electoral_generational_conflict,high,high,"The video discusses a political event involving the military and the National Assembly, which relates to electoral and generational conflicts without taking a clear ideological stance.",neutral,
BIKjKHpnXBs,[PD수첩 10분 컷] 고위 검사의 처남은 어떻게 마약 수사를 피했을까?_MBC 2023년 11월 28일 방송,neutral,other,high,high,The video discusses a specific case related to drug investigation without any clear gender-related discourse or ideological stance.,neutral,
